broad_id	compound	moa	target	n_mito_low	n_mito_high	median_lfc_mito_low	median_lfc_mito_high	delta_lfc_low_minus_high	wilcox_p	fdr	target_text	pathway_relevance
BRD-K46843573-001-01-9	zotarolimus	mTOR inhibitor	FKBP1A	16	15	0.138672650256	-0.00596828660023	0.14464093685623	0.2599279599779344	1.0	mtor inhibitor fkbp1a	prespecified_pathway_related
BRD-K05528470-305-02-2	L-745870	dopamine receptor antagonist	DRD1, DRD2, DRD3, DRD4, HTR1A, HTR2A, HTR6, HTR7	15	15	0.168803331214	0.0241463695418	0.14465696167220002	0.4067868333984651	1.0	dopamine receptor antagonist drd1, drd2, drd3, drd4, htr1a, htr2a, htr6, htr7	other
BRD-K10029415-005-06-9	enisamium-iodide			15	15	-0.107660862279	-0.252398556062	0.144737693783	0.3614963660708982	1.0	 	other
BRD-K43873574-001-01-8	ilepcimide	anticonvulsant		15	15	-0.0707760464636	-0.215833811323	0.1450577648594	0.5614474146848649	1.0	anticonvulsant 	other
BRD-K09537769-001-04-0	NU-7026	DNA dependent protein kinase inhibitor, mTOR inhibitor, PI3K inhibitor	PRKDC	15	15	-0.155455452512	-0.300546132803	0.14509068029100003	0.6783024655972324	1.0	dna dependent protein kinase inhibitor, mtor inhibitor, pi3k inhibitor prkdc	prespecified_pathway_related
BRD-K12513978-001-24-1	fenbufen	cyclooxygenase inhibitor	PTGS1, PTGS2	14	13	-0.43383050673699997	-0.579217892899	0.1453873861620001	0.5441316793449582	1.0	cyclooxygenase inhibitor ptgs1, ptgs2	other
BRD-K82484965-003-03-5	carmoxirole	dopamine receptor agonist	DRD2	15	15	0.181103106686	0.0355944240599	0.1455086826261	0.28084201086629845	1.0	dopamine receptor agonist drd2	other
BRD-A79052425-003-01-5	SIB-1553A	acetylcholine receptor agonist	CHRNB4	16	15	-0.0807520915498	-0.226307611964	0.1455555204142	0.016780941932908817	1.0	acetylcholine receptor agonist chrnb4	other
BRD-K26603252-003-04-9	PD-153035	EGFR inhibitor	EGFR, KDR	14	15	0.028359879666300002	-0.117200592612	0.1455604722783	0.21355772865776912	1.0	egfr inhibitor egfr, kdr	other
BRD-K31054881-300-04-7	BMY-7378	adrenergic receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, HTR1A	15	15	-0.0291907029671	-0.174894490109	0.1457037871419	0.12486035998214667	1.0	adrenergic receptor antagonist, serotonin receptor antagonist adra1a, adra1b, adra1d, htr1a	other
BRD-K58529924-001-01-5	ONC201	AKT inhibitor, MAP kinase inhibitor	TNFSF10	16	15	-0.1238857657966	-0.269971244416	0.14608547861940002	0.8278914966146259	1.0	akt inhibitor, map kinase inhibitor tnfsf10	prespecified_pathway_related
BRD-K40782193-003-02-9	QX-222	sodium channel blocker		15	15	0.228392948872	0.0822893275971	0.1461036212749	0.506914933812496	1.0	sodium channel blocker 	other
BRD-K76205745-237-16-5	losartan	angiotensin receptor antagonist	AGTR1	14	15	-0.0906032127764	-0.237166790345	0.1465635775686	0.498738821650313	1.0	angiotensin receptor antagonist agtr1	other
BRD-K46937689-001-15-0	phenazone	cyclooxygenase inhibitor	PTGS1, PTGS2	14	15	0.02013298336575	-0.126691889369	0.14682487273475	0.6467674040054682	1.0	cyclooxygenase inhibitor ptgs1, ptgs2	other
BRD-K56940463-001-13-8	oxethazaine	local anesthetic		15	15	-0.156254078743	-0.303143469438	0.146889390695	0.24548500120312422	1.0	local anesthetic 	other
BRD-A44500574-001-01-8	FLI-06	notch signaling inhibitor		15	15	0.358813241293	0.211893942617	0.146919298676	0.7089232340537643	1.0	notch signaling inhibitor 	other
BRD-K20141153-003-13-7	atomoxetine	norepinephrine transporter inhibitor	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, SLC6A2, SLC6A3, SLC6A4	15	15	0.352182804749	0.205086715573	0.14709608917599998	0.38373262766250305	1.0	norepinephrine transporter inhibitor grin1, grin2a, grin2b, grin2c, grin2d, grin3a, grin3b, slc6a2, slc6a3, slc6a4	other
BRD-K95926480-003-03-6	SRT1720	SIRT activator	SIRT1	15	14	0.232405172393	0.0849919795432	0.14741319284979998	0.9478034802354203	1.0	sirt activator sirt1	other
BRD-A28301258-001-04-8	salinomycin			14	13	0.2779000465835	0.130470435998	0.14742961058549997	0.6447996764288364	1.0	 	other
BRD-K73425385-065-04-8	bekanamycin	bacterial 30S ribosomal subunit inhibitor		14	13	-0.642214850206	-0.789674176217	0.14745932601099998	0.1820500814244328	1.0	bacterial 30s ribosomal subunit inhibitor 	other
BRD-K92441787-001-04-1	bexarotene	retinoid receptor agonist	RXRA, RXRB, RXRG	16	15	0.2914239746285	0.14384787073	0.1475761038985	0.6212314023292724	1.0	retinoid receptor agonist rxra, rxrb, rxrg	other
BRD-A05523972-001-01-5	telmesteine	mucolytic agent		15	15	0.221596364192	0.0739685001972	0.1476278639948	0.3195059648919748	1.0	mucolytic agent 	other
BRD-K38055836-001-21-1	ethamivan	respiratory stimulant		15	15	0.160825406546	0.0131915804176	0.1476338261284	0.28084201086629845	1.0	respiratory stimulant 	other
BRD-K62326629-001-19-0	dichlorophen	anticestodal agent		14	15	-0.2772155282125	-0.424894172658	0.1476786444455	0.1437248058279078	1.0	anticestodal agent 	other
BRD-K22025381-003-01-9	U-18666A	oxidosqualene cyclase inhibitor		15	15	0.0762028180601	-0.0714792318872	0.1476820499473	0.11498741920155964	1.0	oxidosqualene cyclase inhibitor 	other
BRD-K02554563-001-01-6	PF-05190457	growth hormone secretagogue receptor inverse agonist	GHSR	16	15	-0.0033149223720000008	-0.150998618652	0.14768369628	0.10091547273928164	1.0	growth hormone secretagogue receptor inverse agonist ghsr	other
BRD-K21670884-001-01-9	cariporide	sodium/hydrogen exchanger inhibitor	SLC9A1	15	14	0.106748605507	-0.04098228124045	0.14773088674745	0.1437248058279078	1.0	sodium/hydrogen exchanger inhibitor slc9a1	other
BRD-A09349126-001-10-7	norethindrone-acetate	progesterone receptor agonist		14	13	-0.3977085817675	-0.545650015202	0.14794143343449995	0.4519575760931084	1.0	progesterone receptor agonist 	other
BRD-K49481516-004-18-3	galantamine	acetylcholinesterase inhibitor	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG	15	15	0.0864808585127	-0.0616450696579	0.1481259281706	0.14657603430900068	1.0	acetylcholinesterase inhibitor ache, bche, chrna1, chrna10, chrna2, chrna3, chrna4, chrna5, chrna6, chrna7, chrna9, chrnb1, chrnb2, chrnb3, chrnb4, chrnd, chrne, chrng	other
BRD-K79450420-001-02-6	epacadostat	indoleamine 2,3-dioxygenase inhibitor	IDO1	16	15	0.1973517269015	0.0490696789345	0.148282047967	0.9212802540736247	1.0	indoleamine 2,3-dioxygenase inhibitor ido1	other
BRD-K35601925-001-01-9	CS-917	fructose biphosphate inhibitor	FBP1	15	15	-0.237921979558	-0.386815436582	0.148893457024	0.43064798984807773	1.0	fructose biphosphate inhibitor fbp1	other
BRD-A79431551-001-01-1	3-deazaadenosine	adenosylhomocysteinase inhibitor	AHCY	16	15	-0.1555007400695	-0.304681446473	0.1491807064035	0.5400804783898523	1.0	adenosylhomocysteinase inhibitor ahcy	other
BRD-K74057757-001-01-9	indibulin	tubulin polymerization inhibitor		16	15	-0.9832903432315	-1.13249572462	0.14920538138850004	0.2599279599779344	1.0	tubulin polymerization inhibitor 	other
BRD-K71430621-303-02-3	clobenpropit	histamine receptor antagonist	HRH1, HRH2, HRH3, HRH4	14	15	0.14741078915	-0.00192749517927	0.14933828432927	0.13214331982716349	1.0	histamine receptor antagonist hrh1, hrh2, hrh3, hrh4	other
BRD-K25279140-001-01-5	MK-8745	Aurora kinase inhibitor	AURKA	15	14	0.471315103661	0.32181048111599997	0.14950462254500002	0.5853789284609614	1.0	aurora kinase inhibitor aurka	other
BRD-K22662435-001-19-1	ganciclovir	DNA polymerase inhibitor		14	13	-0.29598080725849996	-0.445632270587	0.14965146332850005	0.48166365977248615	1.0	dna polymerase inhibitor 	other
BRD-K70610771-001-02-9	VX-222	HCV inhibitor		15	14	0.0103862857832	-0.13929664372099998	0.14968292950419998	0.23006229802639666	1.0	hcv inhibitor 	other
BRD-K46384212-001-02-9	o-3M3FBS	phospholipase activator		15	14	-0.0455895428136	-0.1953561005915	0.1497665577779	0.810299496070296	1.0	phospholipase activator 	other
BRD-K68405354-001-06-4	spaglumic-acid	glutamate receptor antagonist	GRM3	15	15	0.127861102922	-0.0220328526627	0.1498939555847	0.3195059648919748	1.0	glutamate receptor antagonist grm3	other
BRD-A48938994-001-14-1	monoctanoin			16	15	0.004970033138000001	-0.14532423473	0.15029426786800001	0.1605391093203392	1.0	 	other
BRD-K38158531-001-02-1	traxoprodil	glutamate receptor antagonist	GRIN2B	14	15	-0.0691926835278	-0.219510034104	0.1503173505762	0.3050688106228865	1.0	glutamate receptor antagonist grin2b	other
BRD-A59174698-003-18-5	ritodrine	adrenergic receptor agonist	ADRB2	15	15	0.154499708237	0.00402938569994	0.15047032253706	0.43064798984807773	1.0	adrenergic receptor agonist adrb2	other
BRD-K06674495-334-03-2	nafamostat	serine protease inhibitor	ASIC1, ASIC2, ASIC3, C1R, PRSS1, TPSAB1, TRPM7	15	15	0.518392868222	0.36749008356	0.15090278466200002	0.3614963660708982	1.0	serine protease inhibitor asic1, asic2, asic3, c1r, prss1, tpsab1, trpm7	other
BRD-K29392254-001-02-2	pantothenic-acid	coenzyme A precursor		15	15	0.240078635897	0.0889449702254	0.15113366567159997	0.9338864180775845	1.0	coenzyme a precursor 	other
BRD-K75478907-001-02-3	GS-39783	GABA receptor modulator	GABBR1	15	15	0.331579057584	0.180174641363	0.15140441622100004	0.12486035998214667	1.0	gaba receptor modulator gabbr1	other
BRD-K72093121-001-16-3	vidarabine	antiviral	ADA	15	14	-0.119760950614	-0.2711760164045	0.15141506579050001	0.8443001476220315	1.0	antiviral ada	other
BRD-K73589491-001-11-2	nizatidine	histamine receptor antagonist	HRH2	15	15	0.116751640407	-0.034875885377	0.15162752578400002	0.3400858902842717	1.0	histamine receptor antagonist hrh2	other
BRD-K70557564-305-03-6	zosuquidar	P glycoprotein inhibitor	ABCB1, ABCB4	15	15	0.308964777557	0.157280860186	0.15168391737100004	0.9669147771731937	1.0	p glycoprotein inhibitor abcb1, abcb4	other
BRD-K01291782-001-01-1	molidustat	hypoxia inducible factor inhibitor	EGLN2	16	15	0.29355297481	0.141634296347	0.15191867846299997	0.3328209099640991	1.0	hypoxia inducible factor inhibitor egln2	other
BRD-K34073885-001-09-3	tanshinone-i	AP inhibitor	IFNG	14	13	-0.12035252228825	-0.272351036446	0.15199851415775	0.512401349804485	1.0	ap inhibitor ifng	other
BRD-K99048103-001-18-4	acetarsol			15	15	-0.0212331932686	-0.173367818401	0.1521346251324	0.43064798984807773	1.0	 	other
BRD-K83508485-001-02-7	FK-888	tachykinin antagonist	TACR1, TACR2	14	15	0.061257004592435	-0.0909783744234	0.152235379015835	0.498738821650313	1.0	tachykinin antagonist tacr1, tacr2	other
BRD-K84214706-001-05-7	7-chlorokynurenic-acid	glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C	15	15	-0.0416395837193	-0.193969173989	0.1523295902697	0.5897385933186072	1.0	glutamate receptor antagonist grin1, grin2a, grin2b, grin2c	other
BRD-K40308497-001-02-0	crizotinib-(S)	MTH1 inhibitor	NUDT1	15	15	0.19935903453	0.0466910331243	0.1526680014057	0.1985058531538877	1.0	mth1 inhibitor nudt1	other
BRD-K51040301-001-02-1	cobicistat	cytochrome P450 inhibitor	CYP3A4, CYP3A43, CYP3A5, CYP3A7	16	15	0.09927981481555001	-0.0535329701167	0.15281278493225	0.395401747198846	1.0	cytochrome p450 inhibitor cyp3a4, cyp3a43, cyp3a5, cyp3a7	other
BRD-K79555887-001-01-0	RI-1		RAD51	15	15	0.0277093636962	-0.125203960434	0.1529133241302	0.17106923105635186	1.0	 rad51	other
BRD-K54790157-001-15-5	trioxsalen	DNA synthesis inhibitor		15	15	0.307673130886	0.154665215911	0.15300791497500002	0.5897385933186072	1.0	dna synthesis inhibitor 	other
BRD-K78431006-001-10-2	crizotinib	ALK tyrosine kinase receptor inhibitor	ALK, MET	16	15	-0.0857249462106	-0.238922993409	0.1531980471984	0.35293103307621654	1.0	alk tyrosine kinase receptor inhibitor alk, met	other
BRD-A72401848-001-02-2	gadoteridol	radiopaque medium		16	15	0.00425377728995	-0.148988429929	0.15324220721895	0.21307778331415017	1.0	radiopaque medium 	other
BRD-A34205397-001-04-5	suloctidil	adrenergic receptor antagonist		15	15	0.119786349159	-0.0335430637057	0.1533294128647	0.4067868333984651	1.0	adrenergic receptor antagonist 	other
BRD-A24397426-001-10-4	nadifloxacin	bacterial DNA gyrase inhibitor		14	14	0.295369443846	0.1415619126385	0.15380753120750001	0.22337087356959373	1.0	bacterial dna gyrase inhibitor 	other
BRD-K59469039-001-08-0	tyrphostin-AG-879	tyrosine kinase inhibitor	ERBB2, KDR, NTRK1	15	15	0.0447753014052	-0.109044021127	0.1538193225322	0.22902896662469463	1.0	tyrosine kinase inhibitor erbb2, kdr, ntrk1	other
BRD-K99879819-001-02-1	lorlatinib	ALK tyrosine kinase receptor inhibitor	ALK	16	15	0.08524046829189999	-0.0689858555101	0.154226323802	0.46461015388609594	1.0	alk tyrosine kinase receptor inhibitor alk	other
BRD-K82236179-213-01-0	dicoumarol	NADPH inhibitor	CRYZ, NQO1, VKORC1	14	15	-0.1702147060575	-0.324522893537	0.15430818747949998	0.4194324996066613	1.0	nadph inhibitor cryz, nqo1, vkorc1	other
BRD-K90868879-001-03-8	canagliflozin	sodium/glucose cotransporter inhibitor	SLC5A1, SLC5A2	16	15	0.3386123699195	0.183766679467	0.1548456904525	0.7072734240075108	1.0	sodium/glucose cotransporter inhibitor slc5a1, slc5a2	other
BRD-K50859149-001-19-5	sulfafurazole	bacterial antifolate		15	15	0.0253392575493	-0.129530042617	0.1548693001663	0.1985058531538877	1.0	bacterial antifolate 	other
BRD-K42959922-001-01-5	trans-2-Undecenoic-acid			14	15	0.189104853538	0.0342293026942	0.1548755508438	0.28494907768465494	1.0	 	other
BRD-K70281171-050-08-9	U-99194	dopamine receptor antagonist	DRD3	14	15	0.208601523555	0.0535698779467	0.15503164560830002	0.6467674040054682	1.0	dopamine receptor antagonist drd3	other
BRD-A71157293-003-10-0	fursultiamine	vitamin B		15	15	-0.0213734187474	-0.176607466796	0.1552340480486	0.09709106759647709	1.0	vitamin b 	other
BRD-A06426627-001-03-5	diclazuril	antiprotozoal agent		15	15	-0.607165282169	-0.762676626407	0.15551134423799995	0.4553018964198552	1.0	antiprotozoal agent 	other
BRD-K52408781-001-02-8	clobazam	GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ	15	14	0.250125023088	0.09460623085445	0.15551879223355	0.5268434347302196	1.0	gaba benzodiazepine site receptor agonist gabra1, gabra2, gabra3, gabra4, gabra5, gabra6, gabrb1, gabrb2, gabrb3, gabrd, gabre, gabrg1, gabrg2, gabrg3, gabrp, gabrq	other
BRD-K29656036-001-02-5	MK-8245	stearoyl-CoA desaturase inhibitor	SCD	15	15	0.110132695737	-0.0456862162872	0.1558189120242	0.6783024655972324	1.0	stearoyl-coa desaturase inhibitor scd	other
BRD-K08037784-001-12-6	arbutin	melanin inhibitor	TYR	14	13	-0.32287012575499996	-0.479037932349	0.15616780659400004	0.1984628844147559	1.0	melanin inhibitor tyr	other
BRD-K88025533-003-03-3	fingolimod	immunosuppressant, sphingosine phosphate receptor agonist	S1PR1, S1PR5	15	15	0.404847460812	0.248404158427	0.156443302385	0.13538211004560674	1.0	immunosuppressant, sphingosine phosphate receptor agonist s1pr1, s1pr5	other
BRD-A51078674-003-01-0	diclofensine	dopamine reuptake inhibitor	DRD1, MAOA, MAOB	15	15	0.0212030180285	-0.13564952878	0.1568525468085	0.22902896662469463	1.0	dopamine reuptake inhibitor drd1, maoa, maob	other
BRD-A74914197-001-02-9	pralatrexate	dihydrofolate reductase inhibitor	DHFR, TYMS	14	15	-1.046075000062	-1.20312560039	0.1570506003279999	0.7766531265771661	1.0	dihydrofolate reductase inhibitor dhfr, tyms	other
BRD-A33084557-001-06-6	tioconazole	sterol demethylase inhibitor	CYP51A1	15	14	0.0384255006531	-0.119425590651	0.1578510913041	0.15606926343164354	1.0	sterol demethylase inhibitor cyp51a1	other
BRD-K36207157-001-07-0	chlorprothixene	dopamine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, HRH1, HTR2A, HTR2B, HTR2C	14	13	0.37264416891249996	0.214731388463	0.15791278044949997	0.980642762903111	1.0	dopamine receptor antagonist chrm1, chrm2, chrm3, chrm4, chrm5, drd1, drd2, drd3, hrh1, htr2a, htr2b, htr2c	other
BRD-K23566484-001-15-1	nilutamide	androgen receptor antagonist	AR	15	15	-0.0595623405555	-0.217782114065	0.1582197735095	0.9669147771731937	1.0	androgen receptor antagonist ar	other
BRD-K82928847-001-04-7	ACY-1215	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC6, HDAC8	14	15	0.3212555171095	0.162949983328	0.1583055337815	0.5557349624423149	1.0	hdac inhibitor hdac1, hdac2, hdac3, hdac6, hdac8	other
BRD-A55469827-001-07-4	mephenesin	muscle relaxant		15	15	0.00435533880055	-0.153963710402	0.15831904920255	0.506914933812496	1.0	muscle relaxant 	other
BRD-K69172251-001-08-9	cisplatin	DNA alkylating agent, DNA synthesis inhibitor	XIAP	14	13	-0.009430341715479	-0.167844007158	0.158413665442521	0.15228075837759505	1.0	dna alkylating agent, dna synthesis inhibitor xiap	other
BRD-K53720352-001-03-2	cinalukast	leukotriene receptor antagonist	CYSLTR1	15	15	-0.064285285498	-0.222938180342	0.158652894844	0.26275304114766074	1.0	leukotriene receptor antagonist cysltr1	other
BRD-K92848252-001-01-9	diminazene-aceturate	angiotensin converting enzyme activator	AOC1, PRDX5, PRSS1	15	15	-0.0289787521983	-0.187651555262	0.1586728030637	0.6783024655972324	1.0	angiotensin converting enzyme activator aoc1, prdx5, prss1	other
BRD-A69636825-003-04-7	diltiazem	calcium channel blocker	CACNA1C, CACNA1S, CACNA2D1, CACNG1, HTR3A, KCNA5	15	15	-0.032813980165	-0.191488978303	0.15867499813799998	0.3400858902842717	1.0	calcium channel blocker cacna1c, cacna1s, cacna2d1, cacng1, htr3a, kcna5	other
BRD-K76713213-001-02-1	tavaborole	leucyl-tRNA synthetase inhibitor		16	15	-0.083740906887	-0.242428149316	0.158687242429	0.009622300029262164	1.0	leucyl-trna synthetase inhibitor 	other
BRD-K63861289-001-19-6	molsidomine	guanylate cyclase stimulant	GUCY1A3	15	15	0.0943857103237	-0.0643225206724	0.15870823099609999	0.04648668639528603	1.0	guanylate cyclase stimulant gucy1a3	other
BRD-K99498722-001-02-6	plinabulin	tubulin polymerization inhibitor		15	15	-1.35365195872	-1.51253462608	0.15888266736000012	0.9338864180775845	1.0	tubulin polymerization inhibitor 	other
BRD-K06519765-001-01-1	vinblastine	microtubule inhibitor, tubulin polymerization inhibitor	JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1	16	15	-0.350109344361	-0.509012917745	0.15890357338400002	0.9842314483424721	1.0	microtubule inhibitor, tubulin polymerization inhibitor jun, tuba1a, tubb, tubd1, tube1, tubg1	other
BRD-K28453807-003-11-2	nitrocaramiphen	cholinergic receptor antagonist	CHRM1	14	14	0.227316245126	0.0683975968179	0.15891864830809999	0.13535877970324323	1.0	cholinergic receptor antagonist chrm1	other
BRD-K47264279-001-08-9	psoralen		MAOA, MAOB	15	15	0.106579994408	-0.0524173179911	0.1589973123991	0.17106923105635186	1.0	 maoa, maob	other
BRD-K81016934-001-02-0	INC-280	c-Met inhibitor	MET	14	13	-0.7328488796285	-0.891867292981	0.1590184133525	0.48166365977248615	1.0	c-met inhibitor met	other
BRD-K45252063-001-13-6	clofibrate	PPAR receptor agonist	LPL, PPARA	14	15	-0.4649275728955	-0.623951201405	0.15902362850950003	0.5853789284609614	1.0	ppar receptor agonist lpl, ppara	other
BRD-K38527262-300-01-0	atiprimod	JAK inhibitor, STAT inhibitor	JAK2, STAT3	16	15	0.055772566792595	-0.103285513918	0.15905808071059502	0.24357810494667897	1.0	jak inhibitor, stat inhibitor jak2, stat3	other
BRD-K75295174-001-05-0	alisertib	Aurora kinase inhibitor	AURKA	14	15	0.4244685503605	0.265236246376	0.1592323039845	0.7766531265771661	1.0	aurora kinase inhibitor aurka	other
BRD-A65683612-001-07-7	phenylpiracetam	noradrenaline uptake inhibitor		16	15	-0.010420319931599998	-0.169743713526	0.1593233935944	0.7072734240075108	1.0	noradrenaline uptake inhibitor 	other
BRD-K12219985-001-26-1	glipizide	sulfonylurea	ABCC8, KCNJ10, KCNJ11, PPARG	14	13	-0.01669089741455	-0.176053524628	0.15936262721345001	0.4233159874752107	1.0	sulfonylurea abcc8, kcnj10, kcnj11, pparg	other
BRD-K37111771-300-02-6	trientine	chelating agent	CA14	15	15	0.190613739084	0.0311184748183	0.15949526426570002	0.3614963660708982	1.0	chelating agent ca14	other
BRD-K10759144-001-04-3	xylose			14	13	0.2844109954785	0.124871693585	0.15953930189350002	0.08494665681641869	1.0	 	other
BRD-K15691453-236-01-6	GSK2190915	lipoxygenase inhibitor	ALOX5AP	16	15	-0.007423983051784999	-0.167021203204	0.159597220152215	0.6494132869819362	1.0	lipoxygenase inhibitor alox5ap	other
BRD-A55962179-001-22-1	omeprazole	ATPase inhibitor	ATP4A, CLCN2	15	15	-0.275536203806	-0.435388431785	0.15985222797899995	0.22902896662469463	1.0	atpase inhibitor atp4a, clcn2	other
BRD-K49197823-001-09-8	CV-1808	adenosine receptor agonist	ADORA2A	15	14	0.153825022643	-0.006116904526099996	0.1599419271691	0.3261094520204889	1.0	adenosine receptor agonist adora2a	other
BRD-K64659768-001-12-8	phthalylsulfathiazole	dihydropteroate synthetase inhibitor		15	15	-0.0343989435602	-0.194357982994	0.15995903943380002	0.6783024655972324	1.0	dihydropteroate synthetase inhibitor 	other
BRD-K81130846-001-17-4	salicylamide	analgesic agent		15	15	0.422041821071	0.261838348091	0.16020347298000004	0.12486035998214667	1.0	analgesic agent 	other
BRD-A85667082-001-12-7	fulvestrant	estrogen receptor antagonist	ESR1, ESR2, GPER1	15	15	-0.398945786102	-0.559317937135	0.160372151033	0.48073111045562256	1.0	estrogen receptor antagonist esr1, esr2, gper1	other
BRD-A43671941-003-11-9	oxprenolol	adrenergic receptor antagonist	ADRB1, ADRB2	15	15	0.266866305749	0.106354684709	0.16051162104	0.13538211004560674	1.0	adrenergic receptor antagonist adrb1, adrb2	other
BRD-A78877355-001-03-0	nefopam	cyclooxygenase inhibitor		16	15	0.1431331565	-0.0176084469185	0.1607416034185	0.5665344518557682	1.0	cyclooxygenase inhibitor 	other
BRD-K65716359-001-02-1	exifone	nootropic agent	TYR	15	14	0.140330170025	-0.020496076724584998	0.160826246749585	0.9131160800723744	1.0	nootropic agent tyr	other
BRD-K03155172-001-02-2	GSK3787	PPAR receptor antagonist	PPARD	15	15	0.059345766655	-0.101528688263	0.160874454918	0.26275304114766074	1.0	ppar receptor antagonist ppard	other
BRD-A65562236-001-01-2	solamargine	apoptosis inhibitor		16	15	0.028180379763905004	-0.132707342677	0.160887722440905	0.12804764129567053	1.0	apoptosis inhibitor 	other
BRD-K34415467-003-13-0	trimethobenzamide	histamine receptor antagonist	DRD2	15	15	0.303998393641	0.142764934518	0.16123345912300002	0.28084201086629845	1.0	histamine receptor antagonist drd2	other
BRD-A67097164-001-18-7	ifosfamide	DNA alkylating agent	CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP3A4, CYP3A5, CYP3A7, PTGS1	14	15	0.186543369289	0.0248123728163	0.1617309964727	0.18314652532853137	1.0	dna alkylating agent cyp2a6, cyp2b6, cyp2c18, cyp2c19, cyp2c8, cyp2c9, cyp3a4, cyp3a5, cyp3a7, ptgs1	other
BRD-K51662849-001-05-4	ilomastat	matrix metalloprotease inhibitor	ACAN, ADAM28, MMP1, MMP12, MMP13, MMP14, MMP2, MMP3, MMP8, MMP9	14	13	-0.3950833393205	-0.556868170195	0.16178483087450002	0.3440159425802912	1.0	matrix metalloprotease inhibitor acan, adam28, mmp1, mmp12, mmp13, mmp14, mmp2, mmp3, mmp8, mmp9	other
BRD-A48420483-001-02-3	bupranolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3	16	15	0.0620552647951	-0.100094030221	0.16214929501609998	0.4890954478935938	1.0	adrenergic receptor antagonist adrb1, adrb2, adrb3	other
BRD-K89588135-001-01-9	tagatose	phosphorylase inhibitor	PYGL	14	15	0.14527608491400001	-0.0168894528642	0.1621655377782	0.5853789284609614	1.0	phosphorylase inhibitor pygl	other
BRD-A90551241-001-10-8	lornoxicam	cyclooxygenase inhibitor	PTGS1, PTGS2	15	15	-0.0980660788882	-0.260591232228	0.1625251533398	0.24548500120312422	1.0	cyclooxygenase inhibitor ptgs1, ptgs2	other
BRD-K72462751-001-02-7	C-1	protein kinase inhibitor	PRKCA	15	15	0.124540777667	-0.0379874278306	0.1625282054976	0.4553018964198552	1.0	protein kinase inhibitor prkca	other
BRD-K30867024-003-03-3	SB-216641	serotonin receptor antagonist	HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C	14	15	0.08866240985301001	-0.0739779933519	0.16264040320491002	0.3480712878701422	1.0	serotonin receptor antagonist htr1a, htr1b, htr1d, htr2a, htr2b, htr2c	other
BRD-K96550715-001-02-6	linagliptin	dipeptidyl peptidase inhibitor	DPP4	15	15	-0.0363190748499	-0.199113207922	0.1627941330721	0.05639236422683157	1.0	dipeptidyl peptidase inhibitor dpp4	other
BRD-K50677762-001-01-5	oxiracetam	acetylcholine receptor agonist		15	14	-0.820244052498	-0.9831155449525	0.16287149245449994	0.8785934392551416	1.0	acetylcholine receptor agonist 	other
BRD-K82731415-001-07-0	olomoucine	CDK inhibitor	CDK1, CDK2, CDK5, MAPK1	14	15	0.15386779594459998	-0.00911681806785	0.16298461401244999	0.08472204560508317	1.0	cdk inhibitor cdk1, cdk2, cdk5, mapk1	other
BRD-K26739552-003-15-4	fenspiride	bronchodilator		14	13	0.09287800954405	-0.070507718021	0.16338572756505	0.2159322942283799	1.0	bronchodilator 	other
BRD-K26305185-001-02-1	K-Ras(G12C)-inhibitor-6	K-ras inhibitor		14	13	-0.055553871069005	-0.219856681282	0.164302810212995	0.11477248163567938	1.0	k-ras inhibitor 	other
BRD-K86856088-001-06-9	UNC0638	histone lysine methyltransferase inhibitor	EHMT1, EHMT2	16	15	-0.11637362918704999	-0.28075894451	0.16438531532295	0.27702224986256496	1.0	histone lysine methyltransferase inhibitor ehmt1, ehmt2	other
BRD-U51753822-000-01-1	phosphatidylcholine		PCTP	15	15	0.0859341990341	-0.0785047262911	0.1644389253252	0.6482039260122094	1.0	 pctp	other
BRD-K70912147-001-01-8	co-102862		SCN4A, SCN9A	15	15	0.252592860357	0.0880086462998	0.16458421405720003	0.24548500120312422	1.0	 scn4a, scn9a	other
