evidence_domain	dataset	unit	n	events	candidate_or_module	contrast	effect_direction	effect_size	ci_low	ci_high	p_value	fdr	endpoint	supports_chain_component	independent_or_reused	confounder_adjustment	interpretation	limitation	status	responders	nonresponders
RPPA_proteomics	TCGA-PAAD PanCancer Atlas RPPA	sample	122		Rictor_total -> Akt_pS473 partial	adjusted for total proteins	positive	partial_rho=0.185			0.04338073358150437	0.08676146716300874	partial Spearman correlation	conditional pathway coherence	independent TCGA RPPA cohort	none; Spearman correlation on RPPA abundance	Conditional association after total-protein adjustment; supportive but observational.	No measured tumor purity, no ICI endpoint, and partial correlations do not establish directionality.	conditional_nominal		
RPPA_proteomics	TCGA-PAAD PanCancer Atlas RPPA	sample	122		Akt_pS473 -> p70S6K_pT389 partial	adjusted for total proteins	positive	partial_rho=0.249			0.006193422478014488	0.02477368991205795	partial Spearman correlation	conditional pathway coherence	independent TCGA RPPA cohort	none; Spearman correlation on RPPA abundance	Conditional association after total-protein adjustment; supportive but observational.	No measured tumor purity, no ICI endpoint, and partial correlations do not establish directionality.	conditional_support		
RPPA_proteomics	TCGA-PAAD PanCancer Atlas RPPA	sample	122		Rictor_total -> p70S6K_pT389 partial	adjusted for total proteins	positive	partial_rho=0.030			0.7409618805918265	0.7409618805918265	partial Spearman correlation	conditional pathway coherence	independent TCGA RPPA cohort	none; Spearman correlation on RPPA abundance	Conditional association after total-protein adjustment; supportive but observational.	No measured tumor purity, no ICI endpoint, and partial correlations do not establish directionality.	conditional_nominal		
RPPA_proteomics	TCGA-PAAD PanCancer Atlas RPPA	sample	122		Rictor_pT1135 -> Akt_pS473 partial	adjusted for total proteins	positive	partial_rho=0.152			0.09848193883301132	0.13130925177734842	partial Spearman correlation	conditional pathway coherence	independent TCGA RPPA cohort	none; Spearman correlation on RPPA abundance	Conditional association after total-protein adjustment; supportive but observational.	No measured tumor purity, no ICI endpoint, and partial correlations do not establish directionality.	conditional_nominal		
literature_protein	Massihnia 2017 / PMID 28061880	patient	100		phospho-Akt IHC EP2109Y	high vs lower phospho-Akt	worse_OS_PFS	TMA clinical association					OS/PFS	orthogonal PDAC pAKT protein support	independent published cohort	see next-stage audit report	Independent PDAC TMA reports worse OS/PFS in the highest phospho-Akt group.	Retrospective single-center TMA; no ICI endpoint; no downloadable sample matrix; antibody/cutoff not numerically pooled with RPPA.	orthogonal_protein_support		
functional_in_silico	DepMap 24Q4	PDAC_cell_line	41		RICTOR dependency	CRISPR dependency probability	moderate_heterogeneous	median=0.459; fraction>=0.5=0.415					Chronos dependency probability	tumor-cell RICTOR vulnerability	existing project data	see next-stage audit report	RICTOR is moderately and heterogeneously dependent across PDAC models.	Cell-line genetic dependency is not protein activation, ICI response, or causal patient evidence.	translational_auxiliary		
functional_in_silico	PRISM 19Q4	PDAC_cell_line	37		BGT226 (mTOR/PI3K class)	compound sensitivity	growth_inhibition	median_LFC=-4.268					log-fold-change	pharmacologic mTOR/PI3K support	existing project data	see next-stage audit report	Top mTOR/PI3K-class compound shows strong PDAC growth inhibition.	Compound is not RICTOR-specific and does not establish mitoxyperilysis or ICI synergy.	translational_auxiliary		
single_cell_communication	GSE154778 + GSE156405	patient_sender_proxy	24		prespecified SecAct sender robustness	sender expression across patients	see_output_table	11 candidate links					patient-level sender expression	tumor–myeloid/TME signaling	existing project data	see next-stage audit report	Prespecified SecAct links have patient-level sender-expression robustness summaries.	Receiver activity remains condition-level; no patient-level causal communication or ICI endpoint.	communication_proxy_support		
single_cell_myeloid	GSE154778 harmonized	patient_subcluster	56		C1Q/APOE–SPP1/IL1B–FCN1/S100A8 states	myeloid state annotation	state_heterogeneity	see_output_table					patient-level subcluster scores	myeloid ecological interpretation	existing project data	see next-stage audit report	Separates macrophage-like, inflammatory and monocyte-like ecological states.	State scores do not measure pAKT activation or temporal lineage transition.	myeloid_context_support		
integrated_stratification	TCGA-PAAD RPPA + RNA	patient	115	63	pAKT-S473 × myeloid_ecology state	continuous interaction	no_interaction	partial_Cox_interaction			0.5323000085911269	0.5323000085911269	OS	integrated patient stratification	existing project TCGA data	median split and continuous Cox; exploratory	No robust OS interaction between pAKT-S473 and myeloid ecology.	No ICI treatment labels; median splits are not clinical cutoffs; observational analysis.	negative_breakthrough_screen		
integrated_stratification	TCGA-PAAD RPPA + RNA	patient	115	63	pAKT-high vs mitochondrial_oxidative	median split	lower_mito_in_pAKT_high	Mann-Whitney			0.0254	0.0382	module score	discordant protein/RNA state	existing project TCGA data	none; prespecified median split	pAKT abundance does not behave as a direct surrogate for the mitochondrial oxidative RNA module.	RNA module is a proxy and not a functional death assay.	discordant_state		
functional_in_silico	DepMap 24Q4 expression+dependency	PDAC_cell_line	40		RICTOR dependency vs RNA modules	cell-line Spearman correlations	no_FDR_signal	max_abs_rho=0.281			0.079	0.473	dependency probability	tumor-cell functional coupling	existing project DepMap data	none; exploratory module correlations	No robust association between prespecified RNA modules and RICTOR dependency was observed.	Cell-line in vitro assay; no patient treatment or ICI endpoint.	negative_auxiliary		
functional_in_silico	PRISM 19Q4 expression+drug	PDAC_cell_line	32		TGX-221 vs innate_input	module-sensitivity correlation	higher_innate_less_sensitive	rho=0.703; median_LFC=-0.115			7.096913358513646e-06	0.002483919675479776	PRISM log-fold-change	candidate pharmacologic stratification	existing project PRISM data	none; exploratory cell-line correlation	Only one prespecified module–compound association passed FDR; the absolute inhibition signal was modest.	TGX-221 is PI3Kβ-selective rather than RICTOR-specific; no patient or ICI validation.	exploratory_drug_signal		
ICI_response	PRINCE_Padron2022	patient	38		death_pathway_exclusion	nivolumab-treated responder vs nonresponder	lower_in_responders	delta_median=-0.521003; adjusted_OR_per_1SD=0.424093; LOOCV_AUC=0.616667	0.195508	0.919937	0.0186007	0.0651023	best overall response	PDAC ICI response association	independent treatment-labelled PDAC cohort	arm-adjusted logistic; arm-stratified permutation sensitivity	Prespecified module-response association in PRINCE nivolumab-treated patients.	Small cohort; regimen-specific, observational association; no independent PDAC RNA replication; not a validated clinical biomarker.	response_association_exploratory	18	20
ICI_response	PRINCE_Padron2022	patient	38		innate_inflammatory_context	nivolumab-treated responder vs nonresponder	lower_in_responders	delta_median=-0.671146; adjusted_OR_per_1SD=0.626323; LOOCV_AUC=0.486111	0.311203	1.26053	0.164932	0.230904	best overall response	PDAC ICI response association	independent treatment-labelled PDAC cohort	arm-adjusted logistic; arm-stratified permutation sensitivity	Prespecified module-response association in PRINCE nivolumab-treated patients.	Small cohort; regimen-specific, observational association; no independent PDAC RNA replication; not a validated clinical biomarker.	response_association_exploratory	18	20
ICI_response	PRINCE_Padron2022	patient	38		innate_input	nivolumab-treated responder vs nonresponder	lower_in_responders	delta_median=-0.427652; adjusted_OR_per_1SD=0.474528; LOOCV_AUC=0.630556	0.2209	1.01936	0.0484522	0.113055	best overall response	PDAC ICI response association	independent treatment-labelled PDAC cohort	arm-adjusted logistic; arm-stratified permutation sensitivity	Prespecified module-response association in PRINCE nivolumab-treated patients.	Small cohort; regimen-specific, observational association; no independent PDAC RNA replication; not a validated clinical biomarker.	response_association_exploratory	18	20
ICI_response	PRINCE_Padron2022	patient	38		mTORC2_membrane_dynamics	nivolumab-treated responder vs nonresponder	lower_in_responders	delta_median=-0.40065; adjusted_OR_per_1SD=0.940324; LOOCV_AUC=0.1	0.492222	1.79636	0.650443	0.650443	best overall response	PDAC ICI response association	independent treatment-labelled PDAC cohort	arm-adjusted logistic; arm-stratified permutation sensitivity	Prespecified module-response association in PRINCE nivolumab-treated patients.	Small cohort; regimen-specific, observational association; no independent PDAC RNA replication; not a validated clinical biomarker.	response_association_exploratory	18	20
ICI_response	PRINCE_Padron2022	patient	38		membrane_cytoskeleton	nivolumab-treated responder vs nonresponder	lower_in_responders	delta_median=-0.474602; adjusted_OR_per_1SD=0.601976; LOOCV_AUC=0.463889	0.300059	1.20768	0.132166	0.230904	best overall response	PDAC ICI response association	independent treatment-labelled PDAC cohort	arm-adjusted logistic; arm-stratified permutation sensitivity	Prespecified module-response association in PRINCE nivolumab-treated patients.	Small cohort; regimen-specific, observational association; no independent PDAC RNA replication; not a validated clinical biomarker.	response_association_exploratory	18	20
ICI_response	PRINCE_Padron2022	patient	38		mitochondrial_oxidative	nivolumab-treated responder vs nonresponder	lower_in_responders	delta_median=-0.499005; adjusted_OR_per_1SD=0.405047; LOOCV_AUC=0.636111	0.182242	0.900246	0.0186007	0.0651023	best overall response	PDAC ICI response association	independent treatment-labelled PDAC cohort	arm-adjusted logistic; arm-stratified permutation sensitivity	Prespecified module-response association in PRINCE nivolumab-treated patients.	Small cohort; regimen-specific, observational association; no independent PDAC RNA replication; not a validated clinical biomarker.	response_association_exploratory	18	20
ICI_response	PRINCE_Padron2022	patient	38		myeloid_ecology	nivolumab-treated responder vs nonresponder	lower_in_responders	delta_median=-0.282597; adjusted_OR_per_1SD=0.59255; LOOCV_AUC=0.461111	0.29332	1.19704	0.225029	0.262534	best overall response	PDAC ICI response association	independent treatment-labelled PDAC cohort	arm-adjusted logistic; arm-stratified permutation sensitivity	Prespecified module-response association in PRINCE nivolumab-treated patients.	Small cohort; regimen-specific, observational association; no independent PDAC RNA replication; not a validated clinical biomarker.	response_association_exploratory	18	20
functional_in_silico	PRISM 19Q4 expression+drug	PDAC_cell_line	31		mitochondrial_oxidative state-selective screen	mito-low vs mito-high cell lines	low_state_more_sensitive_exploratory	n_candidates=0; top=none				see_output_table	PRISM log-fold-change	candidate drug prioritization	existing project PRISM data	median state split; compound-wise Wilcoxon with global BH FDR	Exploratory compounds show preferential inhibition in low mitochondrial-oxidative PDAC cell lines.	Cell-line association; no RICTOR specificity, ICI combination, patient benefit, or causal mechanism.	exploratory_drug_screen		
virtual_perturbation	GSE154778 scTenifoldKnk	single_cell	1160		RICTOR/AKT1/MYD88/SPP1 virtual knockout	WT network vs in-silico KO	myeloid_state_dominant	top_overlap=APOE;TYROBP;IL1B; no robust mitochondrial hit			see_output_table	see_output_table	scTenifoldKnk differential regulation	computational perturbation prioritization	existing GSE154778 single-cell data	network model; conservative myeloid cells; low-dimensional gene set	Virtual perturbations identify myeloid-state outputs but do not demonstrate target-specific mitochondrial reprogramming.	In-silico only; target outputs converge; no causal patient or ICI evidence.	virtual_perturbation_support		
ICI_response_model	PRINCE_Padron2022	patient	38		locked mitochondrial-inflammatory-myeloid response model	nivolumab-treated responders vs nonresponders	internal_prediction_only	LOO_AUC=0.597; bootstrap95=0.399-0.781; Brier=0.256	0.398772	0.780556			best overall response	candidate response stratification	independent treatment-labelled PDAC cohort	locked logistic model with treatment arm	Compact module-plus-arm model has feasibility-level internal discrimination.	No external validation; small sample; not a clinical classifier or predictive interaction.	internal_feasibility_model	18	20
ICI_response_model	PRINCE_Padron2022	patient	38		mitochondrial-only response model	nivolumab-treated responders vs nonresponders	internal_prediction_only	LOO_AUC=0.650					best overall response	candidate response stratification	independent treatment-labelled PDAC cohort	locked one-feature logistic model	The parsimonious mitochondrial-only model outperformed the larger module-plus-arm model in leave-one-out discrimination.	Internal estimate only; small cohort; no external validation; not a clinical classifier.	internal_feasibility_model	18	20
functional_in_silico	UniPert + PRISM 19Q4	PDAC_cell_line	2340		UniPert target-compound prioritization	unified cause-space cosine ranking	ranking_only	targets=6; compounds=2340					UniPert cosine similarity	candidate drug prioritization	existing PRISM chemical space; pretrained UniPert	none; similarity ranking with PRISM sensitivity join	UniPert provides a mechanistic target–compound ranking; the exploratory RICTOR/MTOR plus PRISM convergence filter prioritizes GSK2126458, PKI-179, PF-04691502, SB-2343, LY3023414.	Not full G2CP; no phenotype prediction, binding validation, ICI synergy or clinical benefit.	exploratory_unipert_prioritization		
functional_in_silico	L1000FWD API	query	3		locked mitochondrial-inflammatory reversal screen	three directional up/down gene-set queries	no_candidate_top50_opposite_hits	candidate_hits=0					L1000FWD opposite-signature ranking	drug perturbation directionality	public L1000FWD API	none; API ranking screen	None of the five candidate perturbagen IDs appeared in the returned top-50 opposite-signature lists for three directional module queries.	Absence from top-50 is not proof of no reversal; API cell, dose and time heterogeneity remain unresolved.	exploratory_l1000fwd_screen		
functional_in_silico	L1000FWD binary GMT	signature	1050		five UniPert candidate drug reversal screen	locked directional module signatures	no_robust_reversal	GSK2126458_primary_median=0.0; mean=-0.046511627906976744; other_candidates_missing					normalized overlap reversal score	drug perturbation directionality	public L1000FWD signatures	none; cross-cell/time aggregation	The four direct candidates other than GSK2126458 were absent from L1000FWD; mTOR/PI3K class surrogates were available but all had median primary reversal scores of 0, with weak and inconsistent means.	L1000FWD is mostly non-PDAC cell lines; absence of direct candidates is data missingness and surrogate results are class-level; no ICI endpoint.	exploratory_l1000fwd_gmt		
functional_in_silico	GSE84862	biological_replicate	4		SB-2343/VS-5584	OPM2; 123 nM; 24 h; DMSO vs treated	non_supportive	0					directional module reversal score	drug perturbation directionality	independent GEO mechanism cohort	limma; two replicates per arm	Directly matched SB-2343 GEO perturbation had zero FDR-supported genes and zero reversal; nominal sensitivity score 0.25 is unstable.	Multiple myeloma cell line, not PDAC or ICI; no immune/TME endpoint; n=2 per arm.	exploratory_negative		
functional_in_silico	GSE112445	biological_replicate	6		PF-04691502	MDA-MB-231-1833; PF1502 vs matched untreated	opposite_or_non_supportive	-0.25					directional module reversal score	drug perturbation directionality	independent GEO mechanism cohort	edgeR TMM; limma-voom; n=3 per arm	PF-04691502 increased the transcript-level mTORC2 module and did not produce a locked-module reversal; myeloid ecology decreased, but this is not a myeloid experiment.	Breast cancer cell line, no PDAC or ICI endpoint; transcript abundance is not pAKT activity.	exploratory_discordant		
functional_in_silico	GSE199800	cell_line_screen	4		LY3023414	DU145 and LNCaP; 24 h PLATE-seq vs unmatched DMSO		DU145=0; LNCAP=0					directional module reversal score	drug perturbation directionality	independent GEO mechanism cohort	edgeR TMM; limma-voom; unmatched multi-plate DMSO	No locked-module reversal in either cell line; treatment label is LY3023415 in the LNCaP count file while GEO titles state LY3023414.	Only two treated samples per cell line; unmatched controls and no PDAC/ICI endpoint; annotation discrepancy.	exploratory_null		
functional_in_silico	GSE262611	biological_replicate	6		gedatolisib (PKI-587 class surrogate)	MPFR; 3 control vs 3 treated	opposite_or_non_supportive	-0.666666666666667					directional module reversal score	drug perturbation directionality	independent GEO mechanism cohort	limma; target-gene annotation from GPL17586	Gedatolisib significantly reduced transcript-level mTORC2 components but also reduced the mitochondrial-oxidative module; net locked-module reversal was negative.	Gedatolisib is not PKI-179; breast-cancer cell line; no PDAC, immune, ICI, or clinical endpoint; transcript changes are not pAKT target engagement.	class_surrogate_discordant		
functional_in_silico	L1000FWD + GEO full-transcriptome connectivity	perturbation_dataset	4		PDAC_locked_tumor_state_v1	rank-based reversal of 20 prespecified core tumor-state genes	mixed	GEO reversal 0.026 to 0.350; GSE84862 z=2.65, GSE112445 z=0.19, DU145 z=1.15, LNCaP z=1.48; L1000 median=0 for all available compounds			GSE84862 empirical p=0.004; others >0.05 or unavailable		full-transcriptome rank connectivity	drug perturbation directionality	public L1000FWD/GEO perturbation data	rank normalization; permutation null; no cross-study batch correction	A complete locked-state rank analysis identifies one exploratory SB-2343/VS-5584 signal in non-PDAC OPM2 cells, while the remaining GEO contexts are weak or null and L1000FWD medians are zero. This supports experimental prioritization only, not stable drug reversal.	Non-PDAC cell lines, heterogeneous dose/time, low replicate counts, absent direct signatures for four candidates, and no ICI endpoint or target-engagement assay.	exploratory_mixed_not_validated		
ICI_response_external_audit	GSE179351; GSE78220; GSE91061; GSE115821; GSE317606	cohort	5	NA	Mito3 (BAX;BAK1;BID)	pre-treatment responder vs nonresponder	PDAC_same_direction_but_nonreplicated; cross-cancer_inconsistent	PRINCE is primary: delta=-0.499, p=0.0186; GSE179351 delta=-0.128, p=0.663; GSE78220 delta=0.038, p=0.864; GSE91061 delta=0.127, p=0.794	NA	NA	see effect_size	see ICI_response_validation_ledger.tsv	best overall response	external response audit	independent PDAC sensitivity and cross-cancer transportability cohorts	none in small GEO cohorts; prespecified locked score	No external PDAC RNA replication is established. The six-sample PDAC sensitivity cohort is directionally concordant but underpowered; cross-cancer cohorts are inconsistent. GSE317606 biliary cohort lacks a public response-to-sample crosswalk.	Small sample, disease/regimen heterogeneity, and response definitions; no predictive treatment interaction.	external_audit_nonconfirmatory	varies	varies
